business_failure_code_bq;region_name;period_scope;sector_name;business_failure_code;business_failure_description
DIREN_Q_D19_DE_UL_DF_19_N_ZZ_TT;Corrèze;trimestre;Tous secteurs;DIREN.Q.D19.DE.UL.DF.19.N.ZZ.TT;Corrèze - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D21_DE_UL_DF_19_N_ZZ_TT;Côte-d?Or;trimestre;Tous secteurs;DIREN.Q.D21.DE.UL.DF.19.N.ZZ.TT;Côte-d?Or - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D22_DE_UL_DF_19_N_ZZ_TT;Côtes-d?Armor;trimestre;Tous secteurs;DIREN.Q.D22.DE.UL.DF.19.N.ZZ.TT;Côtes-d?Armor - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D23_DE_UL_DF_19_N_ZZ_TT;Creuse;trimestre;Tous secteurs;DIREN.Q.D23.DE.UL.DF.19.N.ZZ.TT;Creuse - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D24_DE_UL_DF_19_N_ZZ_TT;Dordogne;trimestre;Tous secteurs;DIREN.Q.D24.DE.UL.DF.19.N.ZZ.TT;Dordogne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D25_DE_UL_DF_19_N_ZZ_TT;Doubs;trimestre;Tous secteurs;DIREN.Q.D25.DE.UL.DF.19.N.ZZ.TT;Doubs - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D26_DE_UL_DF_19_N_ZZ_TT;Drôme;trimestre;Tous secteurs;DIREN.Q.D26.DE.UL.DF.19.N.ZZ.TT;Drôme - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D27_DE_UL_DF_19_N_ZZ_TT;Eure;trimestre;Tous secteurs;DIREN.Q.D27.DE.UL.DF.19.N.ZZ.TT;Eure - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D28_DE_UL_DF_19_N_ZZ_TT;Eure-et-Loir;trimestre;Tous secteurs;DIREN.Q.D28.DE.UL.DF.19.N.ZZ.TT;Eure-et-Loir - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D29_DE_UL_DF_19_N_ZZ_TT;Finistère;trimestre;Tous secteurs;DIREN.Q.D29.DE.UL.DF.19.N.ZZ.TT;Finistère - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D2A_DE_UL_DF_19_N_ZZ_TT;Corse-du-Sud;trimestre;Tous secteurs;DIREN.Q.D2A.DE.UL.DF.19.N.ZZ.TT;Corse-du-Sud - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D2B_DE_UL_DF_19_N_ZZ_TT;Haute-Corse;trimestre;Tous secteurs;DIREN.Q.D2B.DE.UL.DF.19.N.ZZ.TT;Haute-Corse - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D30_DE_UL_DF_19_N_ZZ_TT;Gard;trimestre;Tous secteurs;DIREN.Q.D30.DE.UL.DF.19.N.ZZ.TT;Gard - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D31_DE_UL_DF_19_N_ZZ_TT;Haute-Garonne;trimestre;Tous secteurs;DIREN.Q.D31.DE.UL.DF.19.N.ZZ.TT;Haute-Garonne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D32_DE_UL_DF_19_N_ZZ_TT;Gers;trimestre;Tous secteurs;DIREN.Q.D32.DE.UL.DF.19.N.ZZ.TT;Gers - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D33_DE_UL_DF_19_N_ZZ_TT;Gironde;trimestre;Tous secteurs;DIREN.Q.D33.DE.UL.DF.19.N.ZZ.TT;Gironde - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D34_DE_UL_DF_19_N_ZZ_TT;Hérault;trimestre;Tous secteurs;DIREN.Q.D34.DE.UL.DF.19.N.ZZ.TT;Hérault - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D35_DE_UL_DF_19_N_ZZ_TT;Ille-et-Vilaine;trimestre;Tous secteurs;DIREN.Q.D35.DE.UL.DF.19.N.ZZ.TT;Ille-et-Vilaine - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D36_DE_UL_DF_19_N_ZZ_TT;Indre;trimestre;Tous secteurs;DIREN.Q.D36.DE.UL.DF.19.N.ZZ.TT;Indre - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D37_DE_UL_DF_19_N_ZZ_TT;Indre-et-Loire;trimestre;Tous secteurs;DIREN.Q.D37.DE.UL.DF.19.N.ZZ.TT;Indre-et-Loire - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D38_DE_UL_DF_19_N_ZZ_TT;Isère;trimestre;Tous secteurs;DIREN.Q.D38.DE.UL.DF.19.N.ZZ.TT;Isère - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D39_DE_UL_DF_19_N_ZZ_TT;Jura;trimestre;Tous secteurs;DIREN.Q.D39.DE.UL.DF.19.N.ZZ.TT;Jura - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D40_DE_UL_DF_19_N_ZZ_TT;Landes;trimestre;Tous secteurs;DIREN.Q.D40.DE.UL.DF.19.N.ZZ.TT;Landes - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D41_DE_UL_DF_19_N_ZZ_TT;Loir-et-Cher;trimestre;Tous secteurs;DIREN.Q.D41.DE.UL.DF.19.N.ZZ.TT;Loir-et-Cher - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D42_DE_UL_DF_19_N_ZZ_TT;Loire;trimestre;Tous secteurs;DIREN.Q.D42.DE.UL.DF.19.N.ZZ.TT;Loire - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D43_DE_UL_DF_19_N_ZZ_TT;Haute-Loire;trimestre;Tous secteurs;DIREN.Q.D43.DE.UL.DF.19.N.ZZ.TT;Haute-Loire - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D44_DE_UL_DF_19_N_ZZ_TT;Loire-Atlantique;trimestre;Tous secteurs;DIREN.Q.D44.DE.UL.DF.19.N.ZZ.TT;Loire-Atlantique - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D45_DE_UL_DF_19_N_ZZ_TT;Loiret;trimestre;Tous secteurs;DIREN.Q.D45.DE.UL.DF.19.N.ZZ.TT;Loiret - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D46_DE_UL_DF_19_N_ZZ_TT;Lot;trimestre;Tous secteurs;DIREN.Q.D46.DE.UL.DF.19.N.ZZ.TT;Lot - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D47_DE_UL_DF_19_N_ZZ_TT;Lot-et-Garonne;trimestre;Tous secteurs;DIREN.Q.D47.DE.UL.DF.19.N.ZZ.TT;Lot-et-Garonne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D48_DE_UL_DF_19_N_ZZ_TT;Lozère;trimestre;Tous secteurs;DIREN.Q.D48.DE.UL.DF.19.N.ZZ.TT;Lozère - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D49_DE_UL_DF_19_N_ZZ_TT;Maine-et-Loire;trimestre;Tous secteurs;DIREN.Q.D49.DE.UL.DF.19.N.ZZ.TT;Maine-et-Loire - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D50_DE_UL_DF_19_N_ZZ_TT;Manche;trimestre;Tous secteurs;DIREN.Q.D50.DE.UL.DF.19.N.ZZ.TT;Manche - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D51_DE_UL_DF_19_N_ZZ_TT;Marne;trimestre;Tous secteurs;DIREN.Q.D51.DE.UL.DF.19.N.ZZ.TT;Marne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D52_DE_UL_DF_19_N_ZZ_TT;Haute-Marne;trimestre;Tous secteurs;DIREN.Q.D52.DE.UL.DF.19.N.ZZ.TT;Haute-Marne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D53_DE_UL_DF_19_N_ZZ_TT;Mayenne;trimestre;Tous secteurs;DIREN.Q.D53.DE.UL.DF.19.N.ZZ.TT;Mayenne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D54_DE_UL_DF_19_N_ZZ_TT;Meurthe-et-Moselle;trimestre;Tous secteurs;DIREN.Q.D54.DE.UL.DF.19.N.ZZ.TT;Meurthe-et-Moselle - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D55_DE_UL_DF_19_N_ZZ_TT;Meuse;trimestre;Tous secteurs;DIREN.Q.D55.DE.UL.DF.19.N.ZZ.TT;Meuse - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D56_DE_UL_DF_19_N_ZZ_TT;Morbihan;trimestre;Tous secteurs;DIREN.Q.D56.DE.UL.DF.19.N.ZZ.TT;Morbihan - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D57_DE_UL_DF_19_N_ZZ_TT;Moselle;trimestre;Tous secteurs;DIREN.Q.D57.DE.UL.DF.19.N.ZZ.TT;Moselle - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D58_DE_UL_DF_19_N_ZZ_TT;Nièvre;trimestre;Tous secteurs;DIREN.Q.D58.DE.UL.DF.19.N.ZZ.TT;Nièvre - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D59_DE_UL_DF_19_N_ZZ_TT;Nord;trimestre;Tous secteurs;DIREN.Q.D59.DE.UL.DF.19.N.ZZ.TT;Nord - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D60_DE_UL_DF_19_N_ZZ_TT;Oise;trimestre;Tous secteurs;DIREN.Q.D60.DE.UL.DF.19.N.ZZ.TT;Oise - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D61_DE_UL_DF_19_N_ZZ_TT;Orne;trimestre;Tous secteurs;DIREN.Q.D61.DE.UL.DF.19.N.ZZ.TT;Orne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D62_DE_UL_DF_19_N_ZZ_TT;Pas-de-Calais;trimestre;Tous secteurs;DIREN.Q.D62.DE.UL.DF.19.N.ZZ.TT;Pas-de-Calais - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D63_DE_UL_DF_19_N_ZZ_TT;Puy-de-Dôme;trimestre;Tous secteurs;DIREN.Q.D63.DE.UL.DF.19.N.ZZ.TT;Puy-de-Dôme - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D64_DE_UL_DF_19_N_ZZ_TT;Pyrénées-Atlantiques;trimestre;Tous secteurs;DIREN.Q.D64.DE.UL.DF.19.N.ZZ.TT;Pyrénées-Atlantiques - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D65_DE_UL_DF_19_N_ZZ_TT;Hautes-Pyrénées;trimestre;Tous secteurs;DIREN.Q.D65.DE.UL.DF.19.N.ZZ.TT;Hautes-Pyrénées - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D66_DE_UL_DF_19_N_ZZ_TT;Pyrénées-Orientales;trimestre;Tous secteurs;DIREN.Q.D66.DE.UL.DF.19.N.ZZ.TT;Pyrénées-Orientales - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D67_DE_UL_DF_19_N_ZZ_TT;Bas-Rhin;trimestre;Tous secteurs;DIREN.Q.D67.DE.UL.DF.19.N.ZZ.TT;Bas-Rhin - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D68_DE_UL_DF_19_N_ZZ_TT;Haut-Rhin;trimestre;Tous secteurs;DIREN.Q.D68.DE.UL.DF.19.N.ZZ.TT;Haut-Rhin - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D69_DE_UL_DF_19_N_ZZ_TT;Rhône;trimestre;Tous secteurs;DIREN.Q.D69.DE.UL.DF.19.N.ZZ.TT;Rhône - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D70_DE_UL_DF_19_N_ZZ_TT;Haute-Saône;trimestre;Tous secteurs;DIREN.Q.D70.DE.UL.DF.19.N.ZZ.TT;Haute-Saône - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D71_DE_UL_DF_19_N_ZZ_TT;Saône-et-Loire;trimestre;Tous secteurs;DIREN.Q.D71.DE.UL.DF.19.N.ZZ.TT;Saône-et-Loire - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D72_DE_UL_DF_19_N_ZZ_TT;Sarthe;trimestre;Tous secteurs;DIREN.Q.D72.DE.UL.DF.19.N.ZZ.TT;Sarthe - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D73_DE_UL_DF_19_N_ZZ_TT;Savoie;trimestre;Tous secteurs;DIREN.Q.D73.DE.UL.DF.19.N.ZZ.TT;Savoie - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D74_DE_UL_DF_19_N_ZZ_TT;Haute-Savoie;trimestre;Tous secteurs;DIREN.Q.D74.DE.UL.DF.19.N.ZZ.TT;Haute-Savoie - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D75_DE_UL_DF_19_N_ZZ_TT;Paris;trimestre;Tous secteurs;DIREN.Q.D75.DE.UL.DF.19.N.ZZ.TT;Paris - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D76_DE_UL_DF_19_N_ZZ_TT;Seine-Maritime;trimestre;Tous secteurs;DIREN.Q.D76.DE.UL.DF.19.N.ZZ.TT;Seine-Maritime - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D77_DE_UL_DF_19_N_ZZ_TT;Seine-et-Marne;trimestre;Tous secteurs;DIREN.Q.D77.DE.UL.DF.19.N.ZZ.TT;Seine-et-Marne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D78_DE_UL_DF_19_N_ZZ_TT;Yvelines;trimestre;Tous secteurs;DIREN.Q.D78.DE.UL.DF.19.N.ZZ.TT;Yvelines - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D79_DE_UL_DF_19_N_ZZ_TT;Deux-Sèvres;trimestre;Tous secteurs;DIREN.Q.D79.DE.UL.DF.19.N.ZZ.TT;Deux-Sèvres - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D80_DE_UL_DF_19_N_ZZ_TT;Somme;trimestre;Tous secteurs;DIREN.Q.D80.DE.UL.DF.19.N.ZZ.TT;Somme - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D81_DE_UL_DF_19_N_ZZ_TT;Tarn;trimestre;Tous secteurs;DIREN.Q.D81.DE.UL.DF.19.N.ZZ.TT;Tarn - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D82_DE_UL_DF_19_N_ZZ_TT;Tarn-et-Garonne;trimestre;Tous secteurs;DIREN.Q.D82.DE.UL.DF.19.N.ZZ.TT;Tarn-et-Garonne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D83_DE_UL_DF_19_N_ZZ_TT;Var;trimestre;Tous secteurs;DIREN.Q.D83.DE.UL.DF.19.N.ZZ.TT;Var - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D84_DE_UL_DF_19_N_ZZ_TT;Vaucluse;trimestre;Tous secteurs;DIREN.Q.D84.DE.UL.DF.19.N.ZZ.TT;Vaucluse - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D85_DE_UL_DF_19_N_ZZ_TT;Vendée;trimestre;Tous secteurs;DIREN.Q.D85.DE.UL.DF.19.N.ZZ.TT;Vendée - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D86_DE_UL_DF_19_N_ZZ_TT;Vienne;trimestre;Tous secteurs;DIREN.Q.D86.DE.UL.DF.19.N.ZZ.TT;Vienne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D87_DE_UL_DF_19_N_ZZ_TT;Haute-Vienne;trimestre;Tous secteurs;DIREN.Q.D87.DE.UL.DF.19.N.ZZ.TT;Haute-Vienne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D88_DE_UL_DF_19_N_ZZ_TT;Vosges;trimestre;Tous secteurs;DIREN.Q.D88.DE.UL.DF.19.N.ZZ.TT;Vosges - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D89_DE_UL_DF_19_N_ZZ_TT;Yonne;trimestre;Tous secteurs;DIREN.Q.D89.DE.UL.DF.19.N.ZZ.TT;Yonne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D90_DE_UL_DF_19_N_ZZ_TT;Territoire de Belfort;trimestre;Tous secteurs;DIREN.Q.D90.DE.UL.DF.19.N.ZZ.TT;Territoire de Belfort - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D91_DE_UL_DF_19_N_ZZ_TT;Essonne;trimestre;Tous secteurs;DIREN.Q.D91.DE.UL.DF.19.N.ZZ.TT;Essonne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D92_DE_UL_DF_19_N_ZZ_TT;Hauts-de-Seine;trimestre;Tous secteurs;DIREN.Q.D92.DE.UL.DF.19.N.ZZ.TT;Hauts-de-Seine - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D93_DE_UL_DF_19_N_ZZ_TT;Seine-Saint-Denis;trimestre;Tous secteurs;DIREN.Q.D93.DE.UL.DF.19.N.ZZ.TT;Seine-Saint-Denis - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D94_DE_UL_DF_19_N_ZZ_TT;Val-de-Marne;trimestre;Tous secteurs;DIREN.Q.D94.DE.UL.DF.19.N.ZZ.TT;Val-de-Marne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D95_DE_UL_DF_19_N_ZZ_TT;Val-d?Oise;trimestre;Tous secteurs;DIREN.Q.D95.DE.UL.DF.19.N.ZZ.TT;Val-d?Oise - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D971_DE_UL_DF_19_N_ZZ_TT;Guadeloupe;trimestre;Tous secteurs;DIREN.Q.D971.DE.UL.DF.19.N.ZZ.TT;Guadeloupe - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D972_DE_UL_DF_19_N_ZZ_TT;Martinique;trimestre;Tous secteurs;DIREN.Q.D972.DE.UL.DF.19.N.ZZ.TT;Martinique - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D973_DE_UL_DF_19_N_ZZ_TT;Guyane;trimestre;Tous secteurs;DIREN.Q.D973.DE.UL.DF.19.N.ZZ.TT;Guyane - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D974_DE_UL_DF_19_N_ZZ_TT;La Réunion;trimestre;Tous secteurs;DIREN.Q.D974.DE.UL.DF.19.N.ZZ.TT;La Réunion - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D975_DE_UL_DF_19_N_ZZ_TT;Saint Pierre et Miquelon;trimestre;Tous secteurs;DIREN.Q.D975.DE.UL.DF.19.N.ZZ.TT;Saint Pierre et Miquelon - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D976_DE_UL_DF_19_N_ZZ_TT;Mayotte;trimestre;Tous secteurs;DIREN.Q.D976.DE.UL.DF.19.N.ZZ.TT;Mayotte - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_DOM_DE_UL_DF_19_N_AZ_TT;Départements d'Outre-Mer;trimestre;Agriculture, sylviculture et pêche;DIREN.Q.DOM.DE.UL.DF.19.N.AZ.TT;Départements d'Outre-Mer - Nb de défaillances d'entreprises cumulé sur le trimestre - Agriculture, sylviculture et pêche - Brut
DIREN_Q_DOM_DE_UL_DF_19_N_BE_TT;Départements d'Outre-Mer;trimestre;Industrie;DIREN.Q.DOM.DE.UL.DF.19.N.BE.TT;Départements d'Outre-Mer - Nb de défaillances d'entreprises cumulé sur le trimestre - Industrie - Brut
DIREN_Q_DOM_DE_UL_DF_19_N_FZ_TT;Départements d'Outre-Mer;trimestre;Construction;DIREN.Q.DOM.DE.UL.DF.19.N.FZ.TT;Départements d'Outre-Mer - Nb de défaillances d'entreprises cumulé sur le trimestre - Construction - Brut
DIREN_Q_DOM_DE_UL_DF_19_N_G_TT;Départements d'Outre-Mer;trimestre;Commerce et réparation automobile;DIREN.Q.DOM.DE.UL.DF.19.N.G.TT;Départements d'Outre-Mer - Nb de défaillances d'entreprises cumulé sur le trimestre - Commerce et réparation automobile - Brut
DIREN_Q_DOM_DE_UL_DF_19_N_H_TT;Départements d'Outre-Mer;trimestre;Transports et entreposage;DIREN.Q.DOM.DE.UL.DF.19.N.H.TT;Départements d'Outre-Mer - Nb de défaillances d'entreprises cumulé sur le trimestre - Transports et entreposage - Brut
DIREN_Q_DOM_DE_UL_DF_19_N_I_TT;Départements d'Outre-Mer;trimestre;Hébergement et restauration;DIREN.Q.DOM.DE.UL.DF.19.N.I.TT;Départements d'Outre-Mer - Nb de défaillances d'entreprises cumulé sur le trimestre - Hébergement et restauration - Brut
DIREN_Q_DOM_DE_UL_DF_19_N_JZ_TT;Départements d'Outre-Mer;trimestre;Information et communication;DIREN.Q.DOM.DE.UL.DF.19.N.JZ.TT;Départements d'Outre-Mer - Nb de défaillances d'entreprises cumulé sur le trimestre - Information et communication - Brut
DIREN_Q_DOM_DE_UL_DF_19_N_KZ_TT;Départements d'Outre-Mer;trimestre;Activités financières et d'assurance;DIREN.Q.DOM.DE.UL.DF.19.N.KZ.TT;Départements d'Outre-Mer - Nb de défaillances d'entreprises cumulé sur le trimestre - Activités financières et d'assurance - Brut
DIREN_Q_DOM_DE_UL_DF_19_N_LZ_TT;Départements d'Outre-Mer;trimestre;Activités immobilières;DIREN.Q.DOM.DE.UL.DF.19.N.LZ.TT;Départements d'Outre-Mer - Nb de défaillances d'entreprises cumulé sur le trimestre - Activités immobilières - Brut
DIREN_Q_DOM_DE_UL_DF_19_N_MN_TT;Départements d'Outre-Mer;trimestre;Soutien aux entreprises;DIREN.Q.DOM.DE.UL.DF.19.N.MN.TT;Départements d'Outre-Mer - Nb de défaillances d'entreprises cumulé sur le trimestre - Soutien aux entreprises - Brut
DIREN_Q_DOM_DE_UL_DF_19_N_PS_TT;Départements d'Outre-Mer;trimestre;Enseign., santé, act. soc. et services aux ménages;DIREN.Q.DOM.DE.UL.DF.19.N.PS.TT;Départements d'Outre-Mer - Nb de défaillances d'entreprises cumulé sur le trimestre - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_Q_DOM_DE_UL_DF_19_N_ZZ_TT;Départements d'Outre-Mer;trimestre;Tous secteurs;DIREN.Q.DOM.DE.UL.DF.19.N.ZZ.TT;Départements d'Outre-Mer - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_FR_DE_UL_DF_19_N_AZ_TT;France;trimestre;Agriculture, sylviculture et pêche;DIREN.Q.FR.DE.UL.DF.19.N.AZ.TT;France - Nb de défaillances d'entreprises cumulé sur le trimestre - Agriculture, sylviculture et pêche - Brut
DIREN_Q_FR_DE_UL_DF_19_N_BE_TT;France;trimestre;Industrie;DIREN.Q.FR.DE.UL.DF.19.N.BE.TT;France - Nb de défaillances d'entreprises cumulé sur le trimestre - Industrie - Brut
DIREN_Q_FR_DE_UL_DF_19_N_FZ_TT;France;trimestre;Construction;DIREN.Q.FR.DE.UL.DF.19.N.FZ.TT;France - Nb de défaillances d'entreprises cumulé sur le trimestre - Construction - Brut
DIREN_Q_FR_DE_UL_DF_19_N_G_TT;France;trimestre;Commerce et réparation automobile;DIREN.Q.FR.DE.UL.DF.19.N.G.TT;France - Nb de défaillances d'entreprises cumulé sur le trimestre - Commerce et réparation automobile - Brut
DIREN_Q_FR_DE_UL_DF_19_N_H_TT;France;trimestre;Transports et entreposage;DIREN.Q.FR.DE.UL.DF.19.N.H.TT;France - Nb de défaillances d'entreprises cumulé sur le trimestre - Transports et entreposage - Brut
DIREN_Q_FR_DE_UL_DF_19_N_I_TT;France;trimestre;Hébergement et restauration;DIREN.Q.FR.DE.UL.DF.19.N.I.TT;France - Nb de défaillances d'entreprises cumulé sur le trimestre - Hébergement et restauration - Brut
DIREN_Q_FR_DE_UL_DF_19_N_JZ_TT;France;trimestre;Information et communication;DIREN.Q.FR.DE.UL.DF.19.N.JZ.TT;France - Nb de défaillances d'entreprises cumulé sur le trimestre - Information et communication - Brut
DIREN_Q_FR_DE_UL_DF_19_N_KZ_TT;France;trimestre;Activités financières et d'assurance;DIREN.Q.FR.DE.UL.DF.19.N.KZ.TT;France - Nb de défaillances d'entreprises cumulé sur le trimestre - Activités financières et d'assurance - Brut
DIREN_Q_FR_DE_UL_DF_19_N_LZ_TT;France;trimestre;Activités immobilières;DIREN.Q.FR.DE.UL.DF.19.N.LZ.TT;France - Nb de défaillances d'entreprises cumulé sur le trimestre - Activités immobilières - Brut
DIREN_Q_FR_DE_UL_DF_19_N_MN_TT;France;trimestre;Soutien aux entreprises;DIREN.Q.FR.DE.UL.DF.19.N.MN.TT;France - Nb de défaillances d'entreprises cumulé sur le trimestre - Soutien aux entreprises - Brut
DIREN_Q_FR_DE_UL_DF_19_N_PS_TT;France;trimestre;Enseign., santé, act. soc. et services aux ménages;DIREN.Q.FR.DE.UL.DF.19.N.PS.TT;France - Nb de défaillances d'entreprises cumulé sur le trimestre - Enseign., santé, act. soc. et services aux ménages - Brut
